cup_inclination,cup_anteversion,total,d_inc_low,d_inc_high,d_av_low,d_av_high,category
31.794509413296623,3.667127859965193,1,0,0,1,0,MIXED
34.64438171198711,19.97160744053764,0,0,0,0,0,SAFE
43.139405888564525,21.90485354067768,0,0,0,0,0,SAFE
38.58197882930773,16.58539691076714,0,0,0,0,0,SAFE
47.004723151738695,11.906534602797617,0,0,0,0,0,SAFE
45.65420190045929,8.380740589333488,0,0,0,0,0,SAFE
39.09556922747942,11.182621060016709,0,0,0,0,0,SAFE
32.433282835287685,19.869724807855818,0,0,0,0,0,SAFE
38.24478127837821,15.124941187276875,0,0,0,0,0,SAFE
45.845973271247274,19.465311760299443,0,0,0,0,0,SAFE
47.32308087178229,14.015145154905763,0,0,0,0,0,SAFE
38.61361350364677,14.202817890936009,0,0,0,0,0,SAFE
28.50132452833576,0.5288752757691277,2,1,0,1,0,UNSAFE
31.41840310116478,5.027531723985183,0,0,0,0,0,SAFE
45.19819381378749,5.945209446399392,0,0,0,0,0,SAFE
38.97469956768488,27.992282977860654,1,0,0,0,1,MIXED
39.14988823150859,22.375155684670865,0,0,0,0,0,SAFE
34.531058559920986,12.9456244213237,0,0,0,0,0,SAFE
34.39982356071535,11.609669240994375,0,0,0,0,0,SAFE
48.72246509965916,-2.2732042319234864,1,0,0,1,0,MIXED
45.47538914836686,17.37735602332278,0,0,0,0,0,SAFE
37.246800354425645,0.5394214561154538,1,0,0,1,0,MIXED
42.577036061710956,9.705072909361975,0,0,0,0,0,SAFE
43.86140969083763,15.218521455234429,0,0,0,0,0,SAFE
54.81423113056732,12.606443725269758,1,0,1,0,0,MIXED
33.81202005902508,16.792756349563163,0,0,0,0,0,SAFE
43.759973471774124,28.591875752404366,1,0,0,0,1,MIXED
48.68088996731663,18.568710591495094,0,0,0,0,0,SAFE
53.706423129756494,3.112369456771491,2,0,1,1,0,UNSAFE
36.88198773800202,5.73424058594475,0,0,0,0,0,SAFE
38.881521574753855,1.233138524436912,1,0,0,1,0,MIXED
47.08120757451523,12.777773029012266,0,0,0,0,0,SAFE
30.233549643978737,4.844209187924584,1,0,0,1,0,MIXED
44.508110779601566,23.381265678943812,0,0,0,0,0,SAFE
57.97384713353429,44.1386246600733,2,0,1,0,1,UNSAFE
45.31527546620797,5.104618799681358,0,0,0,0,0,SAFE
24.943629754149526,17.677114623438356,1,1,0,0,0,MIXED
35.49647123751739,10.846427398203147,0,0,0,0,0,SAFE
37.10322560752154,13.592091135836148,0,0,0,0,0,SAFE
50.52784184630115,16.570485674453447,1,0,1,0,0,MIXED
40.730921303690494,4.643462471741884,1,0,0,1,0,MIXED
28.602536442365142,10.136920909266692,1,1,0,0,0,MIXED
41.569739593453434,32.67929913579883,1,0,0,0,1,MIXED
43.04219617178309,24.827395110230576,0,0,0,0,0,SAFE
38.00563521168678,3.150562335829754,1,0,0,1,0,MIXED
34.27906590214103,7.7477393546424675,0,0,0,0,0,SAFE
59.02775785948131,6.786133207756139,1,0,1,0,0,MIXED
48.70791362989076,5.970728219129736,0,0,0,0,0,SAFE
49.45258410299395,18.849509661058633,0,0,0,0,0,SAFE
40.74689681873528,14.59237473864566,0,0,0,0,0,SAFE
36.76169843656488,19.460722014820806,0,0,0,0,0,SAFE
38.36013215727376,2.743942362327518,1,0,0,1,0,MIXED
31.776499405443047,16.725879177221195,0,0,0,0,0,SAFE
54.63273005128348,16.599916135734382,1,0,1,0,0,MIXED
41.05089339112094,17.85826139602543,0,0,0,0,0,SAFE
52.4480139336546,17.193825013638563,1,0,1,0,0,MIXED
38.7125821533301,26.06288710059889,1,0,0,0,1,MIXED
45.43005150769291,30.357559919959918,1,0,0,0,1,MIXED
43.46587549777525,2.755309682794998,1,0,0,1,0,MIXED
31.054726406034682,31.509279322312494,1,0,0,0,1,MIXED
55.78932576626637,13.204807867173994,1,0,1,0,0,MIXED
38.9345014309121,29.614442922422022,1,0,0,0,1,MIXED
33.1436345436521,6.052729810441736,0,0,0,0,0,SAFE
47.146614357512355,11.053948771404105,0,0,0,0,0,SAFE
41.95902506623943,13.365571014754874,0,0,0,0,0,SAFE
44.70059639039147,29.074818613137168,1,0,0,0,1,MIXED
42.724679255213964,21.43938793276858,0,0,0,0,0,SAFE
25.59862319175182,14.51281598069882,1,1,0,0,0,MIXED
35.25415783765703,2.81186939576372,1,0,0,1,0,MIXED
34.974781064569996,11.65876559299188,0,0,0,0,0,SAFE
49.32722033884811,1.7360728226043598,1,0,0,1,0,MIXED
42.24505194075534,10.158305666664216,0,0,0,0,0,SAFE
39.378615245104314,25.02757825304604,1,0,0,0,1,MIXED
46.30492349603141,28.373981074427437,1,0,0,0,1,MIXED
40.7639545660008,8.04057388329297,0,0,0,0,0,SAFE
40.20912946495601,17.424967912712216,0,0,0,0,0,SAFE
43.412586867629685,4.156119277666335,1,0,0,1,0,MIXED
42.723918253022994,17.28228330138905,0,0,0,0,0,SAFE
62.13979230027137,33.768446112816704,2,0,1,0,1,UNSAFE
35.17405319552944,12.126166384508238,0,0,0,0,0,SAFE
30.292463985303975,9.092929860365135,0,0,0,0,0,SAFE
44.52484002872272,27.058536208882337,1,0,0,0,1,MIXED
36.16732929805113,8.458535599322035,0,0,0,0,0,SAFE
24.82168776209076,13.373340794550924,1,1,0,0,0,MIXED
33.5006847051235,9.705605726339263,0,0,0,0,0,SAFE
34.9851137746593,14.057374457474431,0,0,0,0,0,SAFE
27.93817286914695,0.32954754609009385,2,1,0,1,0,UNSAFE
59.033976896226385,2.1257741872596903,2,0,1,1,0,UNSAFE
33.225715372362885,33.36913528321314,1,0,0,0,1,MIXED
65.24053735392326,3.2843337117465836,2,0,1,1,0,UNSAFE
39.054008345695756,18.415555509405095,0,0,0,0,0,SAFE
55.82958115524474,5.131429215717626,1,0,1,0,0,MIXED
40.03777723246312,22.77337576061744,0,0,0,0,0,SAFE
45.47812859573295,11.238439287699007,0,0,0,0,0,SAFE
40.929416283871674,1.2510419163001814,1,0,0,1,0,MIXED
40.094610048202675,12.336125099910449,0,0,0,0,0,SAFE
43.85735911701005,9.44672781180984,0,0,0,0,0,SAFE
45.772308180361115,25.127158178198286,1,0,0,0,1,MIXED
43.24343462134773,18.517564083992035,0,0,0,0,0,SAFE
42.42524278062294,15.000843930914142,0,0,0,0,0,SAFE
36.22753573165722,18.16494261673308,0,0,0,0,0,SAFE
41.22170721269208,35.93168308930595,1,0,0,0,1,MIXED
54.58683921980194,18.85846552556501,1,0,1,0,0,MIXED
35.89554232244186,3.8758852801658215,1,0,0,1,0,MIXED
51.52914362471092,17.627492251471384,1,0,1,0,0,MIXED
45.841147227132886,-2.445859869741927,1,0,0,1,0,MIXED
49.41950785246544,19.54420338214363,0,0,0,0,0,SAFE
33.116554524684176,10.28475192550051,0,0,0,0,0,SAFE
44.10973763485216,15.524667983562436,0,0,0,0,0,SAFE
39.66263051357156,13.965117319340392,0,0,0,0,0,SAFE
39.984180974344916,16.525625121024685,0,0,0,0,0,SAFE
53.77193578394525,-10.0,2,0,1,1,0,UNSAFE
40.10519788392253,16.76512421372447,0,0,0,0,0,SAFE
44.3679519174968,11.280854186787101,0,0,0,0,0,SAFE
27.94622574017134,18.279954837141098,1,1,0,0,0,MIXED
55.818801713313476,-0.33861404916137694,2,0,1,1,0,UNSAFE
48.910624109585505,11.714747768771062,0,0,0,0,0,SAFE
41.50940523336922,4.471014892960509,1,0,0,1,0,MIXED
39.32435062115299,28.000445946989586,1,0,0,0,1,MIXED
46.66124193590166,32.323116054099444,1,0,0,0,1,MIXED
51.41929511182155,19.390866789295764,1,0,1,0,0,MIXED
55.95147620934234,19.38993158738299,1,0,1,0,0,MIXED
48.62390541437647,12.034290464652916,0,0,0,0,0,SAFE
42.53236652687364,8.025761766997231,0,0,0,0,0,SAFE
49.91667147675882,3.2169637688513433,1,0,0,1,0,MIXED
48.25880273934129,13.093489424948405,0,0,0,0,0,SAFE
51.369976747738555,22.5086898873126,1,0,1,0,0,MIXED
56.56516926117441,22.30774691138645,1,0,1,0,0,MIXED
29.423677954774075,14.330468271017992,1,1,0,0,0,MIXED
32.623942459241476,9.817201576337254,0,0,0,0,0,SAFE
54.08982746621378,21.375338108976962,1,0,1,0,0,MIXED
36.40855657137003,4.8628263355960115,1,0,0,1,0,MIXED
42.262256743010084,2.834398506188723,1,0,0,1,0,MIXED
36.63087778082735,18.120094715512437,0,0,0,0,0,SAFE
51.24249628885357,21.087614722244396,1,0,1,0,0,MIXED
23.6696839312152,18.043667290302597,1,1,0,0,0,MIXED
42.576268585860625,19.138902853726933,0,0,0,0,0,SAFE
54.929677453209656,-5.632382768047428,2,0,1,1,0,UNSAFE
37.27117259847115,20.909063227933547,0,0,0,0,0,SAFE
29.34724480436846,29.75949048053509,2,1,0,0,1,UNSAFE
44.94685290160527,23.465839858434038,0,0,0,0,0,SAFE
37.432450707825645,23.137636899662105,0,0,0,0,0,SAFE
50.54777244791231,17.328780201371682,1,0,1,0,0,MIXED
43.87520714158957,17.70343239281726,0,0,0,0,0,SAFE
35.09323788208495,13.524713197596471,0,0,0,0,0,SAFE
40.77981974038113,18.83393864353495,0,0,0,0,0,SAFE
49.998593975282354,4.414639180215907,1,0,0,1,0,MIXED
40.99992775744338,29.81455547658973,1,0,0,0,1,MIXED
36.051294169499485,6.777499827096797,0,0,0,0,0,SAFE
43.61844953464955,23.4438519048532,0,0,0,0,0,SAFE
42.091408444485275,28.289605904369893,1,0,0,0,1,MIXED
48.85435186053221,23.418200668900617,0,0,0,0,0,SAFE
46.432932010592744,38.276531003460846,1,0,0,0,1,MIXED
40.35870648907164,-5.035222920665138,1,0,0,1,0,MIXED
54.834034892137126,10.423005690431744,1,0,1,0,0,MIXED
42.863043554744266,28.095506848605268,1,0,0,0,1,MIXED
29.181923671528597,2.483527858938606,2,1,0,1,0,UNSAFE
29.18977650304917,7.058637099745761,1,1,0,0,0,MIXED
45.517092848135945,20.24187842812771,0,0,0,0,0,SAFE
44.21019343462843,0.872341161076335,1,0,0,1,0,MIXED
23.519172506938848,15.543535853903823,1,1,0,0,0,MIXED
38.22579173089331,19.593857717166117,0,0,0,0,0,SAFE
47.61562900977016,16.38241432058682,0,0,0,0,0,SAFE
48.08106468300683,17.292113741150686,0,0,0,0,0,SAFE
46.24051764481173,7.953267371301176,0,0,0,0,0,SAFE
40.56310868934833,16.96776096656957,0,0,0,0,0,SAFE
48.56422780333935,11.06258827775428,0,0,0,0,0,SAFE
46.169338045856904,12.34161208084621,0,0,0,0,0,SAFE
41.05966266137496,23.29519042024073,0,0,0,0,0,SAFE
26.05551703156675,2.0352767192523906,2,1,0,1,0,UNSAFE
30.142516820457434,-8.336161198483047,1,0,0,1,0,MIXED
36.573884478758586,22.494338997277403,0,0,0,0,0,SAFE
39.7209274689394,16.977900819418522,0,0,0,0,0,SAFE
50.713739973686344,28.276861322676915,2,0,1,0,1,UNSAFE
41.44689652219088,28.535858895693973,1,0,0,0,1,MIXED
42.737013267472875,6.626017761725379,0,0,0,0,0,SAFE
37.24479718241012,0.19463487434983762,1,0,0,1,0,MIXED
34.89492917013078,11.419833119255708,0,0,0,0,0,SAFE
48.428680155028815,32.20769831165984,1,0,0,0,1,MIXED
30.94254787698368,18.928274682599188,0,0,0,0,0,SAFE
33.675648486739725,19.74697088463202,0,0,0,0,0,SAFE
40.95130679449819,-3.3090582584753037,1,0,0,1,0,MIXED
49.42637593254788,8.94999287191269,0,0,0,0,0,SAFE
37.72879809301156,4.3024758871031015,1,0,0,1,0,MIXED
36.76573378649955,19.278904406949174,0,0,0,0,0,SAFE
40.486045272508754,18.28662002282481,0,0,0,0,0,SAFE
44.89537483143075,28.20661655528167,1,0,0,0,1,MIXED
39.25771079308497,0.2314218315426828,1,0,0,1,0,MIXED
50.537779332575866,11.685118279027453,1,0,1,0,0,MIXED
50.916739556619014,18.833771131824705,1,0,1,0,0,MIXED
40.95089975837324,18.48775894046295,0,0,0,0,0,SAFE
57.608100481010396,35.76980529053753,2,0,1,0,1,UNSAFE
42.55504908106223,16.60190593317075,0,0,0,0,0,SAFE
50.60992125973108,6.543389672326528,1,0,1,0,0,MIXED
44.664562980946044,14.741371520461437,0,0,0,0,0,SAFE
44.51126569166043,6.666311940505942,0,0,0,0,0,SAFE
29.28346005352825,-5.729834359912918,2,1,0,1,0,UNSAFE
33.060927096083134,10.413247150606669,0,0,0,0,0,SAFE
39.654467306809906,34.372311624295165,1,0,0,0,1,MIXED
50.84794695925839,5.379088836583728,1,0,1,0,0,MIXED
44.78166761960765,10.929217636496748,0,0,0,0,0,SAFE
39.72508929567924,16.85325649415382,0,0,0,0,0,SAFE
46.95336893580315,11.607415161159846,0,0,0,0,0,SAFE
50.51081226187487,3.5806177385759597,2,0,1,1,0,UNSAFE
42.05071249889815,40.97673726595832,1,0,0,0,1,MIXED
43.7846379410022,29.332145066061727,1,0,0,0,1,MIXED
42.73216142538566,20.807770953297968,0,0,0,0,0,SAFE
41.54573444485847,13.295924188357956,0,0,0,0,0,SAFE
35.764140826196645,19.30301358957553,0,0,0,0,0,SAFE
35.18770248651386,21.655852363134294,0,0,0,0,0,SAFE
50.682296035567276,18.6653140723723,1,0,1,0,0,MIXED
39.71001013155446,19.53965579308696,0,0,0,0,0,SAFE
39.5306155556287,24.35547125465149,0,0,0,0,0,SAFE
27.34875132627901,11.643926318813538,1,1,0,0,0,MIXED
26.073504039008018,0.049391697727950046,2,1,0,1,0,UNSAFE
52.910897838511275,23.95184981971686,1,0,1,0,0,MIXED
36.244158133721676,-0.025034560408968787,1,0,0,1,0,MIXED
18.28376929726679,9.565044920673653,1,1,0,0,0,MIXED
61.36332009797922,19.348842714636476,1,0,1,0,0,MIXED
37.52342171160409,19.650802095003062,0,0,0,0,0,SAFE
29.512333176044457,12.026766373023646,1,1,0,0,0,MIXED
42.79581978412591,14.138993481789514,0,0,0,0,0,SAFE
48.32644897352064,18.446452262360523,0,0,0,0,0,SAFE
47.34660814486398,8.116277177692407,0,0,0,0,0,SAFE
49.18252326728438,31.289369476239916,1,0,0,0,1,MIXED
34.2388038427887,6.123043442854403,0,0,0,0,0,SAFE
52.68627469056186,13.086560133049398,1,0,1,0,0,MIXED
53.230571136532454,10.574642881078162,1,0,1,0,0,MIXED
53.64036461016569,16.31485816805452,1,0,1,0,0,MIXED
44.06583058658156,30.64718021669904,1,0,0,0,1,MIXED
39.10583618044663,5.588779040750417,0,0,0,0,0,SAFE
38.41148633577316,19.523339506431387,0,0,0,0,0,SAFE
29.473927422555885,21.374709026511216,1,1,0,0,0,MIXED
37.68982945905805,26.478126607335636,1,0,0,0,1,MIXED
22.845917560796227,7.134342248958313,1,1,0,0,0,MIXED
28.508254790127182,6.737705336360474,1,1,0,0,0,MIXED
43.98132720887155,13.207733745502452,0,0,0,0,0,SAFE
39.97297944841588,13.408151286199391,0,0,0,0,0,SAFE
43.62710592495955,4.914639580568922,1,0,0,1,0,MIXED
47.65479712719241,21.62665970385484,0,0,0,0,0,SAFE
45.08030350124881,20.56533442751263,0,0,0,0,0,SAFE
44.37134400646928,35.350733027310675,1,0,0,0,1,MIXED
41.303246631579924,11.929167816654232,0,0,0,0,0,SAFE
35.971779357140974,4.677373294221631,1,0,0,1,0,MIXED
32.0442256991914,6.112026867690815,0,0,0,0,0,SAFE
41.43455694678343,18.342951284977143,0,0,0,0,0,SAFE
42.409136468417294,7.344647225702871,0,0,0,0,0,SAFE
49.20147651215971,22.394126723009474,0,0,0,0,0,SAFE
40.72281354062386,8.47083855335288,0,0,0,0,0,SAFE
46.387423366638394,16.879735874861044,0,0,0,0,0,SAFE
30.41498192467962,14.320197440155951,0,0,0,0,0,SAFE
44.09628649659505,6.003052135122463,0,0,0,0,0,SAFE
43.518747142699546,0.4517751474221079,1,0,0,1,0,MIXED
52.689488800097365,27.479499850594316,2,0,1,0,1,UNSAFE
39.97986132557628,18.63454337839073,0,0,0,0,0,SAFE
22.720624273601,3.4365233973466722,2,1,0,1,0,UNSAFE
39.64976863878296,4.278669785731408,1,0,0,1,0,MIXED
47.71517186104527,34.97296530747994,1,0,0,0,1,MIXED
32.587082244565586,6.625365959148073,0,0,0,0,0,SAFE
43.88358694647944,31.11116148499621,1,0,0,0,1,MIXED
32.22100549968077,17.49036122306942,0,0,0,0,0,SAFE
56.57039080650487,-1.517591481792671,2,0,1,1,0,UNSAFE
31.751446345233344,10.763933935391616,0,0,0,0,0,SAFE
37.83529269715671,23.126012877536446,0,0,0,0,0,SAFE
43.9332777585667,-2.749620596421284,1,0,0,1,0,MIXED
46.123283223206485,9.224611126443495,0,0,0,0,0,SAFE
52.19557773552991,8.724124635630803,1,0,1,0,0,MIXED
36.90707773518211,20.411316108045312,0,0,0,0,0,SAFE
48.103411858695495,19.480993639362037,0,0,0,0,0,SAFE
28.515221460921534,20.38034439928251,1,1,0,0,0,MIXED
33.725535586604806,17.352761115882636,0,0,0,0,0,SAFE
30.610124516807517,19.463221475430636,0,0,0,0,0,SAFE
35.54720876554102,2.173653497394783,1,0,0,1,0,MIXED
47.7105610918592,17.416445216767514,0,0,0,0,0,SAFE
37.088185588856824,29.51178849021064,1,0,0,0,1,MIXED
38.47478062744206,15.321076739709346,0,0,0,0,0,SAFE
44.15130758142881,8.803340658713864,0,0,0,0,0,SAFE
45.76909034719944,9.665476528352755,0,0,0,0,0,SAFE
38.706893422270326,28.62642639803341,1,0,0,0,1,MIXED
33.67531157990054,-9.127803309294901,1,0,0,1,0,MIXED
54.88749596009515,40.493279526070026,2,0,1,0,1,UNSAFE
38.75784587640535,-4.368380406201851,1,0,0,1,0,MIXED
39.51612819043245,12.137770501593309,0,0,0,0,0,SAFE
40.48060927182194,3.8661195807815183,1,0,0,1,0,MIXED
46.63648913981182,20.24507375286086,0,0,0,0,0,SAFE
30.044755041445548,21.99196731694888,0,0,0,0,0,SAFE
58.42147985556713,16.7196033243706,1,0,1,0,0,MIXED
39.30139870345195,13.579967855924787,0,0,0,0,0,SAFE
46.92205413574849,-2.306716055072183,1,0,0,1,0,MIXED
43.31512562381842,11.095360505371898,0,0,0,0,0,SAFE
56.78260010364836,13.258272661950421,1,0,1,0,0,MIXED
55.34310088895616,3.9625930221799273,2,0,1,1,0,UNSAFE
46.69807333442234,18.194002637912288,0,0,0,0,0,SAFE
35.04762201708174,16.773961146369405,0,0,0,0,0,SAFE
51.700150694652805,11.762082957133993,1,0,1,0,0,MIXED
28.464298806641892,14.82437173522554,1,1,0,0,0,MIXED
34.7806152416599,11.576590613361176,0,0,0,0,0,SAFE
41.34729784251903,-2.056522160155172,1,0,0,1,0,MIXED
29.074733285434576,19.82066835525525,1,1,0,0,0,MIXED
37.81825043064256,-10.0,1,0,0,1,0,MIXED
48.27875229286508,17.723697552742397,0,0,0,0,0,SAFE
36.28900140770813,1.831697889417585,1,0,0,1,0,MIXED
48.6864631705147,18.493506225604296,0,0,0,0,0,SAFE
61.06081826147259,19.201885987249373,1,0,1,0,0,MIXED
45.10162513009612,13.330720698914348,0,0,0,0,0,SAFE
48.53420693760633,21.250852012481538,0,0,0,0,0,SAFE
52.01380006852156,9.786770813627152,1,0,1,0,0,MIXED
38.5167402164483,10.208968290880199,0,0,0,0,0,SAFE
48.326413769431916,29.98374440296732,1,0,0,0,1,MIXED
38.3292760548056,10.752262722069087,0,0,0,0,0,SAFE
44.512617790958394,12.542384999870986,0,0,0,0,0,SAFE
49.61642922511912,-7.517772906190466,1,0,0,1,0,MIXED
35.38635962466484,7.175836660385542,0,0,0,0,0,SAFE
23.43715190091084,5.363615556311959,1,1,0,0,0,MIXED
34.67875107323259,12.988953454811696,0,0,0,0,0,SAFE
50.90372713328211,12.549393488092976,1,0,1,0,0,MIXED
33.75349023783077,14.43045458786471,0,0,0,0,0,SAFE
50.3933889715308,5.240411838850951,1,0,1,0,0,MIXED
34.71540092862841,20.585489592742235,0,0,0,0,0,SAFE
40.227711074153596,21.474846907094744,0,0,0,0,0,SAFE
41.89082566563763,22.01663648089567,0,0,0,0,0,SAFE
33.71937508767488,14.879153492117325,0,0,0,0,0,SAFE
40.31447988509475,2.8410907589586927,1,0,0,1,0,MIXED
29.492176417050494,21.857490352746616,1,1,0,0,0,MIXED
39.19238094225618,4.777197183526704,1,0,0,1,0,MIXED
41.230568504613345,26.280188573493028,1,0,0,0,1,MIXED
23.754097237024617,0.0336131009667362,2,1,0,1,0,UNSAFE
34.61690846483786,29.61178866720329,1,0,0,0,1,MIXED
44.26069586335437,22.673172404612266,0,0,0,0,0,SAFE
32.87871264699015,3.8046412472947377,1,0,0,1,0,MIXED
45.582509733781684,15.582743309354466,0,0,0,0,0,SAFE
46.389910550913015,13.123290090715479,0,0,0,0,0,SAFE
44.22514981163702,16.58119084905109,0,0,0,0,0,SAFE
48.2221391126794,23.070082819444707,0,0,0,0,0,SAFE
29.041024044865843,-7.472685553408557,2,1,0,1,0,UNSAFE
50.013963181212056,26.877250932619365,2,0,1,0,1,UNSAFE
33.8350158438933,-3.5983540654562844,1,0,0,1,0,MIXED
42.792278568057604,24.308382263505294,0,0,0,0,0,SAFE
56.38075617947452,20.16297572101451,1,0,1,0,0,MIXED
39.02626642731444,6.068693784151373,0,0,0,0,0,SAFE
42.09161033336524,12.007352961147436,0,0,0,0,0,SAFE
33.87945675416947,35.48755650863286,1,0,0,0,1,MIXED
56.281347216577046,26.360486835554283,2,0,1,0,1,UNSAFE
34.63319681752698,23.55019324297279,0,0,0,0,0,SAFE
47.11701127598322,19.42545624204053,0,0,0,0,0,SAFE
51.99732213635022,21.353711428612776,1,0,1,0,0,MIXED
47.920113890434685,21.3690628337221,0,0,0,0,0,SAFE
44.72633126401685,-2.8361112971418336,1,0,0,1,0,MIXED
42.668968619284456,9.438080411508748,0,0,0,0,0,SAFE
31.761272338879834,31.81816619300824,1,0,0,0,1,MIXED
55.831962727085624,28.592206002956118,2,0,1,0,1,UNSAFE
44.041707334847,28.506251209526567,1,0,0,0,1,MIXED
42.09642544481461,17.027972768977794,0,0,0,0,0,SAFE
33.252229036304136,18.9699130449884,0,0,0,0,0,SAFE
42.48308742739534,1.9734788316553562,1,0,0,1,0,MIXED
41.590423105467224,14.202704361431916,0,0,0,0,0,SAFE
56.38048933315712,23.942133285134094,1,0,1,0,0,MIXED
42.09156351273173,17.48787309801083,0,0,0,0,0,SAFE
42.35369902483358,12.970860152044523,0,0,0,0,0,SAFE
33.3405824208937,13.489481223930706,0,0,0,0,0,SAFE
36.03121394677989,2.4968446107685356,1,0,0,1,0,MIXED
46.089774516380274,18.912646599332348,0,0,0,0,0,SAFE
27.706339909055377,13.773153625048728,1,1,0,0,0,MIXED
49.96561108719939,25.59223738896321,1,0,0,0,1,MIXED
50.20669474308191,15.389132069014599,1,0,1,0,0,MIXED
35.23963737624679,4.163011726419395,1,0,0,1,0,MIXED
44.75683923800286,18.79280034365163,0,0,0,0,0,SAFE
52.298648892840525,25.999796503420836,2,0,1,0,1,UNSAFE
40.94217074775062,2.557941211391306,1,0,0,1,0,MIXED
39.447147223912815,17.172311948105246,0,0,0,0,0,SAFE
40.38333403688477,9.221058919223442,0,0,0,0,0,SAFE
44.02307851975919,9.960422585893895,0,0,0,0,0,SAFE
36.97547133019701,18.114528343034394,0,0,0,0,0,SAFE
38.78405935896636,17.441043889783522,0,0,0,0,0,SAFE
44.18563218281698,3.6057099890842537,1,0,0,1,0,MIXED
38.150071009076704,29.377769399164624,1,0,0,0,1,MIXED
32.7033638981257,-6.166544489705309,1,0,0,1,0,MIXED
27.105238774059906,15.291099465766692,1,1,0,0,0,MIXED
42.24733822426159,13.82389144574879,0,0,0,0,0,SAFE
51.713518631428016,-10.0,2,0,1,1,0,UNSAFE
45.16747099544659,30.614382018035734,1,0,0,0,1,MIXED
32.97775388086629,11.20193488210105,0,0,0,0,0,SAFE
35.97686466217103,6.056539539224712,0,0,0,0,0,SAFE
39.38990395981568,29.274852836845046,1,0,0,0,1,MIXED
56.699093403900164,11.640607749598523,1,0,1,0,0,MIXED
57.24048171251576,15.355764769846248,1,0,1,0,0,MIXED
56.02952821360865,14.067013503465082,1,0,1,0,0,MIXED
43.04846260836916,18.654744726428344,0,0,0,0,0,SAFE
67.43082943494028,23.51285574844789,1,0,1,0,0,MIXED
36.34188376038829,24.68997870275858,0,0,0,0,0,SAFE
39.10533970332527,10.102498170987909,0,0,0,0,0,SAFE
49.26881087913689,15.310855877711528,0,0,0,0,0,SAFE
44.22860731609445,15.139852218652925,0,0,0,0,0,SAFE
44.69266501284348,19.24965897436149,0,0,0,0,0,SAFE
26.50426453835668,21.665726686095336,1,1,0,0,0,MIXED
34.143844641357596,0.577008644405888,1,0,0,1,0,MIXED
41.53271004913054,15.839810033144543,0,0,0,0,0,SAFE
36.45195068342176,23.310318576679744,0,0,0,0,0,SAFE
31.262598669032744,10.93056251227441,0,0,0,0,0,SAFE
37.32100692053599,14.534127296606606,0,0,0,0,0,SAFE
44.23091427717791,4.921070503764554,1,0,0,1,0,MIXED
47.79426141964983,15.630023683346998,0,0,0,0,0,SAFE
26.864429973504716,-4.58591440397031,2,1,0,1,0,UNSAFE
41.90144565656551,12.790326822136459,0,0,0,0,0,SAFE
41.172639091402935,14.72017543469782,0,0,0,0,0,SAFE
43.80447871608145,24.476496098482997,0,0,0,0,0,SAFE
33.11116079265953,3.280284070992053,1,0,0,1,0,MIXED
33.25340913690094,17.889166671687068,0,0,0,0,0,SAFE
51.959579029171564,10.686605617604895,1,0,1,0,0,MIXED
21.986401246722764,-2.0399286261037552,2,1,0,1,0,UNSAFE
