age,pi,ss,ll_l1s1,ll_l4s1,gt,total,d_rpv,d_rll,d_ldi,d_rsa,d_age,category
51.076941254249235,43.7774998270968,27.88494943090763,61.74340276218304,37.1730286963935,9.781205013817106,0,0,0,0,0,0,P
70.28152779079832,60.41820066890062,40.68385241193311,85.0,47.86102616034952,-14.318668900352115,5,0,3,0,1,1,MD
79.2510523382057,47.423005690431744,29.31684696900331,70.72591340264538,22.037719522677968,-7.874091606739175,9,2,3,2,1,1,SD
40.784664754573754,44.05863709974576,29.952275107983404,57.09506804705173,37.096341580544326,-12.189492932170085,1,0,0,0,1,0,P
32.27875876040827,52.54353585390382,27.751913243235602,60.78973129539628,44.154721794805376,1.2282402234733432,3,2,0,0,1,0,MD
69.12159702451025,54.292113741150686,36.815785889502145,44.29056361458464,25.1424218337134,12.87212473901708,3,0,2,0,0,1,MD
69.84634170500902,48.06258827775428,33.00689101250947,47.44684167403417,27.464244175837184,14.604086400835401,1,0,0,0,0,1,P
36.08327554735013,39.035276719252394,11.56368285200887,11.465160397864238,5.479342330980139,16.082525098266128,8,3,3,1,1,0,SD
56.581391203409105,53.97790081941852,41.100480465337455,74.60313743469555,43.833459228478795,11.02611489442529,3,0,3,0,0,0,MD
61.10551990120931,43.62601776172538,21.420407839445343,26.786262080473715,11.789595737927097,8.216222961134003,7,2,3,1,0,1,SD
69.64302023254322,69.20769831165984,30.467166863979585,68.9566460953117,28.45855202854764,13.740115238657527,5,3,0,1,0,1,MD
58.426960191747284,33.690941741524696,27.64094097746269,34.455007265707614,17.361807772806277,-4.154100744657831,2,0,2,0,0,0,P
52.148600679749336,56.278904406949174,32.25338791667826,60.88332745805926,40.496297689291545,15.134146871549628,2,2,0,0,0,0,P
55.886566189627445,37.23142183154268,30.87663243150147,40.50495942588966,32.42934956945556,6.691082738754055,3,0,0,3,0,0,MD
58.42634963755986,55.48775894046295,48.90075584528817,85.0,52.061531367531515,-0.7594192316442361,5,1,3,0,1,0,MD
72.91488188959663,43.543389672326526,28.790596784341957,48.560921600471744,31.88041392862327,-0.38063877536666446,1,0,0,0,0,1,P
40.925190080292374,31.270165640087082,9.823026480135386,35.318461827957904,19.327163441734854,16.049155519127453,4,3,0,0,1,0,MD
73.27192043888758,42.379088836583726,28.20912092155789,42.20232531486617,23.16124845278434,9.264331201329835,1,0,0,0,0,1,P
67.43005340370472,48.60741516115985,37.67526135857078,34.60500494650185,20.80248835909356,32.45736240383575,6,0,2,0,3,1,MD
62.676956911503304,66.33214506606173,40.5314484650227,70.1943362162809,41.39914717481423,6.012840048952281,4,2,0,0,1,1,MD
50.64621123929496,56.303013589575535,26.969510640259173,65.95043601896799,52.453788818187725,5.765257573931902,3,3,0,0,0,0,MD
56.5650151973317,56.539655793086965,31.45440903148088,70.13001756817508,18.95943318602056,-0.12324961856715344,5,2,0,2,1,0,MD
36.11025605851203,37.04939169772795,33.140532857148045,58.80494016332567,27.667345525934014,-15.0,2,0,0,1,1,0,P
24.425653945900187,46.56504492067366,47.30234705038342,57.13403877832523,28.52571082271816,1.3702961026593723,1,1,0,0,0,0,P
41.26849976406669,49.02676637302365,30.211879607940094,50.67321172784729,37.61701052392263,5.8561798053536975,2,2,0,0,0,0,P
68.01991221729597,45.1162771776924,34.25228957389983,74.2480066620907,31.583103757560032,-8.62646954067233,6,0,3,1,1,1,MD
76.0294120358428,50.086560133049396,41.28250721636209,45.90957239479442,39.569837076751256,11.218050674601471,6,0,2,3,0,1,MD
63.09874587987234,67.64718021669904,37.69414431046605,48.089117680310096,24.970680350516943,18.21562026971255,5,2,2,0,0,1,MD
41.210891133833826,58.37470902651121,30.71465487496478,74.32327987558462,12.563097752849115,-6.557992882829173,5,2,0,2,1,0,MD
39.76238218519077,43.73770533636048,28.22395041068783,46.36733855325194,25.705683298132904,0.7757589253067392,0,0,0,0,0,0,P
62.44065888743932,41.914639580568924,30.80358087553376,57.99304132509516,38.81513858049664,5.686309809825025,1,0,0,0,0,1,P
63.557016009703915,72.35073302731067,42.713686447966325,60.186654890002224,27.948578136769108,4.659747780756492,5,2,0,1,1,1,MD
45.066338548787094,43.112026867690815,25.30177306739792,53.726041704695675,32.73020388953214,-5.737333201452015,3,2,0,0,1,0,MD
70.80221476823957,59.39412672300948,34.359289574429546,47.87302752768453,33.44969940776116,14.019863346023206,5,2,2,0,0,1,MD
42.62247288701943,51.32019744015595,32.88840496068862,39.73068679476947,25.196081585420227,-4.136336011377857,3,0,2,0,1,0,MD
76.03423320014605,64.47949985059432,36.66756123593287,65.91553998541298,10.956088605534578,0.6714916425130841,6,2,0,2,1,1,MD
56.474652958174445,41.27866978573141,30.482373732484117,77.66271634337218,30.14939266993793,-12.515856277674466,6,0,3,2,1,0,MD
62.82538041971917,68.11116148499622,31.087702390678505,66.19668065135205,61.41951730244221,-3.90480572388339,8,3,0,3,1,1,SD
44.627169517850014,47.76393393539162,24.493653058391686,63.459182980770066,40.835904896716634,-14.937802369533895,3,2,0,0,1,0,MD
66.18492483480973,46.22461112644349,37.93034441139601,41.00972307299013,19.906498880264014,12.94371914033807,4,0,2,1,0,1,MD
69.15511778804324,56.48099363936203,20.40381764453875,64.13506310057288,26.540663671621452,8.107355086485548,5,3,0,1,0,1,MD
42.91518677521128,56.463221475430636,27.4251416507994,36.81525205757903,26.81945551925492,12.411147162594247,5,2,3,0,0,0,MD
52.63227838328523,66.51178849021065,36.38185372156845,62.063098779179874,40.24198760344676,3.423300046794174,3,2,0,0,1,0,MD
65.65363552079916,46.665476528352755,24.706179339281977,71.10565168764413,29.34491212041194,-15.0,8,2,3,1,1,1,SD
79.33124394014274,77.49327952607003,43.253813592047365,38.56873313003574,20.985744626591774,21.536594863713347,6,2,3,0,0,1,MD
57.720913907732914,40.866119580781515,29.156160888280727,55.343976398721125,18.31924295562141,6.494965852415309,2,0,0,2,0,0,P
84.63221978335069,53.719603324370595,29.533160698074305,52.415733612291014,37.25428443147964,-2.8874186304942064,4,2,0,0,1,1,MD
61.972688435727626,48.0953605053719,43.6398164068715,48.839857270880174,43.966605079298496,-2.4478352960122063,6,1,0,3,1,1,MD
67.04711000163351,55.19400263791229,26.164023599829115,58.01764317040587,47.473133240527964,4.639040969995381,7,3,0,3,0,1,SD
39.69644820996284,51.82437173522554,23.87523828279522,48.368290374415814,28.31064725632593,-8.971488914864235,4,3,0,0,1,0,MD
40.61209992815186,56.82066835525525,29.910651443795707,17.78020246808188,13.179964938665805,18.164979633094234,5,2,3,0,0,0,MD
51.43350211156219,38.83169788941758,29.985481904165248,51.59769317758612,49.017808518706815,3.629905309025027,3,0,0,3,0,0,MD
64.65243769514417,50.33072069891435,36.732639356954934,62.05817440312519,51.21726304140771,-0.4578817361984657,5,0,0,3,1,1,MD
54.775110324672454,47.2089682908802,34.65179474396003,73.4405491644351,37.998779895423375,-5.830500706622312,4,0,3,0,1,0,MD
63.76892668643759,49.54238499987098,37.34186022504171,18.471652390643342,8.334281948262918,10.081466614029464,5,0,3,1,0,1,MD
32.155727851366265,42.363615556311956,18.096920407019763,45.28341873818913,36.241853335320755,-1.2767054307526342,6,3,0,3,0,0,MD
47.630235356746155,51.43045458786471,39.25166172424962,38.64736778160202,16.85398263127289,13.090898478370988,3,0,2,1,0,0,MD
57.34156661123039,58.474846907094744,34.97573380989447,67.68612052024562,28.000796356679167,4.088660392142634,4,2,0,1,1,0,MD
57.47171982764212,39.84109075895869,11.396830872425708,57.198835446547214,30.705969107117546,-8.280698609413003,4,3,0,0,1,0,MD
58.84585275692001,63.28018857349303,19.722210381120433,37.35452336687128,16.207397051548583,27.12202726663646,8,3,3,1,1,0,SD
63.39104379503156,59.67317240461227,26.682616089757513,41.02720669347886,27.923382280995686,14.035958170539558,6,3,2,0,0,1,MD
66.58486582636952,50.12329009071548,32.2991238660663,54.93959582347015,40.655198174262345,12.511233418756342,1,0,0,0,0,1,P
40.56153606729876,29.527314446591443,25.730351849166922,59.05589934455435,24.584253751091946,-15.0,5,0,3,1,1,0,MD
61.18841785208641,61.308382263505294,51.16578553757769,66.46407382644968,35.43139922227859,-0.882651537398722,3,1,0,0,1,1,MD
60.13741550004785,49.00735296114743,21.28386853085793,82.6853788915804,70.0,5.406329310435459,10,3,3,3,0,1,SD
48.94979522629047,60.55019324297279,41.44712722176689,64.94079064669583,53.572239475414186,9.663278530014157,3,0,0,3,0,0,MD
68.88017083565202,58.3690628337221,37.747768964250106,30.348817612834406,18.66609471654655,12.625469804193322,4,0,3,0,0,1,MD
44.64190850831976,68.81816619300824,55.122862442890565,83.23830041058872,53.7668158373444,12.557063597895901,4,1,3,0,0,0,MD
60.144638167221906,54.02797276897779,23.66901269769081,60.670254590420384,37.06160609146612,-5.489408479127428,5,3,0,0,1,1,MD
59.385634658200836,51.20270436143191,45.102111950016265,66.5746873264887,40.081968171082394,3.906819223764947,1,1,0,0,0,0,P
60.530548537250375,49.97086015204452,21.323098512120417,50.21819491952055,23.386729569008057,-3.5000564458359706,6,3,0,1,1,1,MD
66.13466177457042,55.91264659933235,19.25392786865478,53.91168606720588,42.00940093632085,17.085541996927308,4,3,0,0,0,1,MD
72.31004211462286,52.3891320690146,24.67311661765555,37.55854022758712,24.864838428536498,16.068837351444436,6,3,2,0,0,1,MD
75.44797333926078,62.99979650342084,36.742048649803124,40.986799893968424,22.23783145380549,18.458924192551127,6,2,3,0,0,1,MD
57.57500105532715,46.22105891922344,29.755713871293253,42.86221628441373,20.871674992770735,9.257631515091846,3,0,2,1,0,0,MD
55.17608903844954,54.44104388978352,34.85025851668709,37.851139123007314,19.43188902219881,22.69970469411035,3,0,2,0,1,0,MD
46.05504584718855,30.83345551029469,5.0,42.39504972931212,25.672962954731695,-1.9177626809984436,3,3,0,0,0,0,MD
74.57027794714202,25.27165566897062,18.33046439682896,62.320983644987436,24.741396998281832,-7.940543228155838,6,0,3,2,0,1,MD
50.96529699325655,43.056539539224715,23.223827683350507,70.09337600184116,65.23797992013424,-6.34811623619516,9,2,3,3,1,0,SD
82.86072256877364,52.355764769846246,45.44298707551639,52.396190878613055,32.6737620837048,13.076352810813308,2,1,0,0,0,1,P
88.0,60.51285574844789,30.649597209457028,72.81703871578421,38.947659934400356,4.142029221434221,4,2,0,0,1,1,MD
70.90321631870533,52.310855877711525,33.61512084272136,53.980749060720726,35.65887110959737,11.265327260163389,1,0,0,0,0,1,P
36.75639680753501,58.66572668609533,27.343280653014794,35.63166264396127,21.004365433935153,11.46209942889564,6,3,3,0,0,0,MD
51.677926025132635,60.31031857667975,25.448789815040595,52.06651898558548,25.758486546231236,8.383162476051439,5,3,2,0,0,0,MD
63.34637141576687,41.921070503764554,30.946903721908555,49.001624302090995,12.713455470437593,-11.598834899932692,4,0,0,2,1,1,MD
59.852168484848264,49.79032682213646,29.046835184684806,51.964942904221786,33.288782495226826,13.385670009101684,2,2,0,0,0,0,P
46.666741188989306,40.28028407099205,15.42157957949617,51.48790624657624,42.43069585240617,-3.284962573143735,7,3,0,3,1,0,SD
29.979601870084146,34.96007137389624,14.31174904196965,35.862105943214715,18.881041846938487,0.5309860309540408,5,3,2,0,0,0,MD
56.25904403013063,62.49339610543407,32.08789921780949,46.436598465855596,31.864682277044466,-0.2799010524724075,5,2,2,0,1,0,MD
64.67630046384002,53.02553183726267,30.63577918301226,77.9881841177334,38.058441286087614,16.49758793335368,7,2,3,1,0,1,SD
57.29482260926281,39.22983555029772,24.097257978137232,30.432731547882227,14.141601825638741,10.832604547267772,5,2,2,1,0,0,MD
66.66698506380149,45.778322997457416,35.36623495884565,67.54069401891859,57.98600355394892,4.784476009883395,4,0,0,3,0,1,MD
76.36114454502838,33.19201572025942,17.371957043127953,30.25052980129129,18.799514064496154,3.584225275896742,5,2,2,0,0,1,MD
58.00610589660321,70.8217488020405,41.135290909861276,70.15884659897549,39.162073267581064,9.087667729268707,3,2,0,0,1,0,MD
60.07220016523286,56.48324065973159,43.212404680216366,80.77669232690232,52.967830893170664,4.587493678891688,5,0,3,0,1,1,MD
46.1896258897732,51.12123257584379,38.19505526457499,66.1062074929714,42.181693538445565,7.136226342455696,0,0,0,0,0,0,P
65.88920050792582,64.00306258259322,40.71671080521282,54.866209686860756,36.23646644050596,-11.920012803654272,2,0,0,0,1,1,P
64.59462883662059,25.0,5.0,45.526529014114764,31.229162989539052,-10.768194619860786,5,3,0,0,1,1,MD
51.45477549745274,65.70540988614133,35.55100487910339,85.0,50.970626246401906,4.264669694124577,6,2,3,0,1,0,MD
79.40249278198328,53.310271161934196,23.967410851634106,52.674737363649456,31.267200906484607,-0.9858720446361868,5,3,0,0,1,1,MD
56.93001514391012,44.57807906002563,34.141709493514846,50.037121595792925,27.4752216058391,3.010141971878285,0,0,0,0,0,0,P
62.67746422087399,58.1681419968978,26.90318736878363,41.368663608974714,33.04703667979124,9.45958237155996,6,3,2,0,0,1,MD
42.99789488883751,56.43812709383105,37.56983470456012,33.080241042756484,21.21458050889333,17.485527497458094,3,0,3,0,0,0,MD
64.49263742047516,58.319814837613954,23.757736117842377,62.041500485630614,33.84540317963188,3.0270501326305155,5,3,0,0,1,1,MD
70.44666731303671,66.7927451067423,54.43060750084825,81.45812788129685,47.26590334874553,8.16842107947412,6,1,3,0,1,1,MD
69.20187446141092,53.21177949299462,32.973181199089126,66.62277569928978,39.26274202234557,-1.656135234366734,4,2,0,0,1,1,MD
55.026323209969696,58.33910377733742,35.0274085960021,62.18965673056066,44.814753688205506,2.4339612700813524,3,2,0,0,1,0,MD
69.07497796355767,55.78842603458394,23.594550925458535,77.31820618681483,39.421920350031925,-11.259607493158693,8,3,3,0,1,1,SD
47.45947548496437,41.789548393216776,25.491115585190332,43.87649403307567,23.665675372545714,8.129408193968498,2,2,0,0,0,0,P
64.07850433431244,55.16047870644286,36.374914882495254,64.58028330857715,14.24436966276143,1.8863761220351747,4,0,0,2,1,1,MD
33.83747922612631,52.36059926797795,31.379295782992006,69.48131371923309,56.54209983993312,-0.7023321386408574,6,2,0,3,1,0,MD
53.9956670712372,56.85161112545738,29.887625576679916,56.24749634735133,43.73268360793423,2.003574838747749,3,2,0,0,1,0,MD
69.66814367091001,58.77401368692303,27.626073675107246,71.93411945106868,52.20560755848227,5.69499828906637,5,3,0,0,1,1,MD
50.85211850366817,43.4079398142443,21.7434632733224,57.01328384721376,24.400971102620787,3.8871065360427783,3,2,0,1,0,0,MD
45.09893365345929,49.95931415561151,30.85277052995897,85.0,29.927070470538375,5.524682242184566,7,2,3,2,0,0,SD
61.79810896784736,56.11171918015963,34.61381481520141,62.5323478220163,35.789556421024635,17.087101122295735,3,2,0,0,0,1,MD
54.522346269303334,63.32234572179247,32.8384704713713,58.923512450966555,23.98462368714826,11.970426256602682,3,2,0,1,0,0,MD
77.34151148311841,51.22643820179146,29.1607773314436,36.45528656496641,20.36856464833147,0.9128619559222013,6,2,2,0,1,1,MD
49.04546415937408,54.26786046109135,43.112821858585974,85.0,42.02524819841522,7.546365061506175,3,0,3,0,0,0,MD
62.925029764819776,50.487523532536244,33.75326973333096,53.69688519809433,33.28515430767733,2.7580330156958137,1,0,0,0,0,1,P
43.22268408241379,36.56374797477918,27.164207851117325,40.95956003484285,20.18093898802308,1.3890788056061152,0,0,0,0,0,0,P
69.53918703498753,53.803639430263985,27.033744165030647,72.98639602137943,64.53846814495861,6.512868263522725,6,2,0,3,0,1,MD
71.68396213612908,64.41959996813812,47.692554512118974,69.64226763916533,49.28600471832797,12.285038602697036,1,0,0,0,0,1,P
46.83194790543548,59.007231568595856,24.557827172145082,45.534985535851895,38.005398292894085,16.188950454051678,8,3,2,3,0,0,SD
77.84877947623035,49.28325616312708,20.351962967662104,48.49923293366476,29.99025889744988,9.972759237306038,4,3,0,0,0,1,MD
73.60416574508042,48.387295749965546,31.848653224402717,36.78360542096196,25.051736005142118,11.885329936944789,3,0,2,0,0,1,MD
51.00223994058579,49.64170637825147,28.311617854829105,48.25061156798186,44.33466062308992,4.744267053530863,5,2,0,3,0,0,MD
57.07324667787195,31.02549042389858,11.461635438503329,38.11791836629893,18.16496128185375,13.089468408372923,5,3,0,1,1,0,MD
58.02074669524538,64.88444249318252,39.424302568312456,61.24486091757404,35.768017854321606,8.81380073925928,3,2,0,0,1,0,MD
80.62554003659831,28.803892732487817,5.0,32.694578537026594,19.702244058073163,11.827849935488995,7,3,2,0,1,1,SD
65.6770463763297,48.1575408711943,37.04687406865068,66.93957852644783,42.381482772834616,9.233960326887557,1,0,0,0,0,1,P
63.27174316118555,46.385169732171164,33.41363655130274,52.17104019137431,31.315206330622736,16.6771458871506,1,0,0,0,0,1,P
30.589534457518962,37.8231582984043,13.197331568047618,40.35382735059029,22.3629018678923,-11.947059899371899,4,3,0,0,1,0,MD
48.178103612270085,43.391583214764296,45.69434266546571,75.89149998432757,39.91020942395948,-8.592767490006427,5,1,3,0,1,0,MD
46.20955203374047,32.91869586774733,18.81617602938021,28.13750297860065,16.45275501143277,-8.64398653376801,5,2,2,0,1,0,MD
50.85630650027691,53.48627095302831,35.021439354088486,60.6795284052958,21.984920255030794,10.156581675748615,2,0,0,2,0,0,P
50.3974596407778,58.32857914607307,34.912038074698295,36.43490604417097,19.787229568098923,15.383488727804748,5,2,3,0,0,0,MD
67.35558456569518,50.59012102555582,42.60830374014191,67.93722812885409,37.62379041122175,8.459192153515936,1,0,0,0,0,1,P
83.20552182225825,71.60484600783028,33.13890855811819,50.484668636949394,43.784615104356725,10.011117678684933,10,3,2,3,1,1,SD
44.12950640049985,47.13805869300953,31.644648891602404,49.38998168198879,23.850350456129185,-2.2360447611139174,2,0,0,1,1,0,P
51.45195522704749,43.20490371341057,44.17600524625483,53.225363110159144,40.43087094523993,-2.380473908577777,2,1,0,0,1,0,P
57.76851987376742,44.86446018629645,5.7050094324242515,29.00531394974506,7.950026983748256,-7.588802352952682,9,3,3,2,1,0,SD
45.655692308422765,65.24955679381631,38.794244734654946,80.24571267141658,54.08375376306023,7.634933368086237,3,2,0,0,1,0,MD
49.189236056345095,57.23950954192671,40.17341959775079,47.832020864554295,33.5167229214697,12.954085034454824,2,0,2,0,0,0,P
53.40536854643901,40.77231567729005,14.990362751187853,48.72235675133146,32.10129851870351,-4.13718211618088,4,3,0,0,1,0,MD
60.319024095913186,57.70537036138485,39.568747934153315,80.016155500599,66.40193073163913,-7.385176353291132,8,0,3,3,1,1,SD
80.20303451445628,46.69023495444285,36.37312347230113,51.6994286157099,27.184237442727802,-6.76485430396685,2,0,0,0,1,1,P
57.941225877403824,36.40616764694391,29.582094474908523,67.77528206290788,30.94321316359418,-2.1631677383300554,4,0,3,1,0,0,MD
51.295301735904296,45.7151526986321,33.62504925010223,49.56526005659647,45.25985540290458,-0.24708150676382257,4,0,0,3,1,0,MD
71.99203598969387,52.97413412957782,38.15070455570056,47.428408911318606,28.03395592052927,9.335945342498153,3,0,2,0,0,1,MD
49.967314621850555,58.620815345817526,40.37448125211743,66.14476886378314,57.98606414566194,15.194751082360082,3,0,0,3,0,0,MD
55.500663721810376,55.730523184341784,28.449508396539365,56.00211749310632,27.555567454987308,19.27723605716479,2,2,0,0,0,0,P
64.36437780411555,49.81970871895578,39.440773806224485,19.841608648494507,4.711618805354519,22.496766805409486,7,0,3,2,1,1,SD
60.725621377408416,54.50446300260761,22.091508975016172,54.628948988678694,51.89750153924476,13.615540669417603,7,3,0,3,0,1,SD
62.03647854171375,47.60946089895062,25.40909372441522,19.24723515642258,12.440936931962018,21.83895046176537,7,2,3,0,1,1,SD
41.09256807395262,45.38583107693184,17.971781588291723,35.48193917018106,21.630737231439692,-10.501581349096481,6,3,2,0,1,0,MD
67.37124526028477,59.538550699336824,33.71430971530679,20.535575234867125,8.638179802175175,30.12364997113888,8,2,3,1,1,1,SD
26.66406863125713,48.524765878064805,19.67485329910081,63.75717575670819,30.506500851553938,0.013996084786928265,5,3,0,1,1,0,MD
66.78552503002912,70.3622583973002,40.593819488977154,69.33990766285427,23.068694834268364,19.384068320918118,5,2,0,2,0,1,MD
