pi,ll,ss_standing,ss_sitting,pt_standing,cup_anteversion,cup_inclination,femoral_version,conf_fv,conf_overall,total,d_delta_ss_stiff,d_delta_ss_hyper,d_pi_ll_mismatch,d_comb_vers_oob,d_low_sit_av_stiff,d_low_sit_av_hyper,d_high_sit_av_stiff,d_mob_stiff,d_mob_hyper,d_deep_flex,d_sit_to_stand,d_uncert_fv,d_uncert_overall,category
43.90965947910771,46.05399904622002,26.518429075542123,51.1626142029378,-1.7696091208990925,2.0209778726548047,40.22839710010633,59.390045124466965,0.9241740863784398,0.8240256136198645,46,20,0,0,0,16,0,0,10,0,0,0,0,0,WATCH
82.90151190710412,72.54126477885043,38.348626217390205,13.955743109847582,28.6006216055494,29.774756842549248,38.078020510579854,-12.442666555078779,0.8227527279443181,0.48372236114600525,35,0,0,15,14,0,0,0,0,0,0,0,0,6,WATCH
85.89285478469566,26.867940250397933,20.52410695851687,44.86676032749437,-2.335784168775298,8.067073867098259,45.97839770322952,49.96496326699716,0.43750426600020126,0.5172265710300663,79,20,0,15,0,16,0,0,10,0,0,0,12,6,HIGH
75.53131448567655,78.02784982426772,37.53335337910541,3.6338501530750467,-9.303185614589923,10.334521349948487,29.613777622528236,34.2126938890286,0.38528275323997174,0.6544309521344431,48,0,18,0,0,0,0,0,0,8,4,0,12,6,WATCH
70.12705831678761,50.67816264546317,23.989904324702593,43.247471570935765,25.770356480790085,33.25428017619938,29.587021304505964,-10.099695707972431,0.9492937857045554,0.5783047356774584,65,20,0,15,14,0,0,0,10,0,0,0,0,6,HIGH
44.56166496576108,44.200883174607334,44.82888957436121,52.3373954228182,4.322311344102751,41.61637931904122,25.870082198518972,24.415843386145973,0.7437825781767595,0.3741281826255273,62,20,0,0,14,0,0,0,10,0,0,0,12,6,HIGH
34.12207380915432,39.33800235214127,58.480436046443174,30.76255319406237,36.65116108001056,36.196241202583685,41.358356054435205,42.78107594017499,0.3124857487838914,0.3764007977360144,32,0,0,0,14,0,0,0,0,0,0,0,12,6,WATCH
78.91285996737787,65.77719618276132,25.468833388489514,26.84617543594321,20.300791035000547,39.0482529199205,46.1087505068554,13.005725541894428,0.5619288303850278,0.5981174604614569,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
67.37551666269832,70.72434422266275,35.42535969343349,9.870373777081486,1.8331181498790574,33.57064261095509,53.57990671983686,-11.577753611670003,0.3465911998686247,0.7161035646295162,32,0,0,0,14,0,0,0,0,0,0,0,12,6,WATCH
34.50126087252539,67.72649333194389,28.965060326583348,3.632315978268558,36.048523624372514,7.448927523087518,34.96520288182774,-7.710928384635309,0.38084304456574847,0.314803611435508,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
28.600701595676906,22.22490296550969,17.402186968222892,30.468628966658272,24.03572633997532,17.71337055744127,36.12968839332173,20.362098961778408,0.9125034595642258,0.8957921387755441,46,20,0,0,0,16,0,0,10,0,0,0,0,0,WATCH
27.825879030831477,22.704888671756684,25.65351919969782,9.96325454993271,18.561632587138636,18.731809156643653,26.72389419746579,9.889131076765729,0.666627064102346,0.3711703320326012,32,0,0,0,14,0,0,0,0,0,0,0,12,6,WATCH
79.17480599625638,13.637330652557297,56.61788410581279,0.9467884947925302,32.178747579887634,40.61939147674277,59.284973820530745,44.16207042188748,0.8456342785399302,0.7497382931968833,69,0,18,15,14,0,0,0,0,8,4,4,0,6,HIGH
75.63476304757839,19.418654588920297,39.12306161764368,25.85337221142487,32.878607206127874,20.825971451708213,38.47813236351237,31.165061698968806,0.4865243222505922,0.3978378876677698,33,0,0,15,0,0,0,0,0,0,0,0,12,6,WATCH
56.06202281154348,39.18225580164195,25.465647323799317,17.05070860690768,8.31962249131237,14.737300398564546,38.28124279044251,34.85946763647563,0.5078135321998997,0.9642005487007383,57,20,0,15,0,0,0,0,10,0,0,0,12,0,WATCH
84.56262126998156,43.6637299810055,29.776254225210998,27.12608738980019,32.42802443868123,29.366430325204593,53.15371397814771,22.617782085259215,0.7430423404873345,0.5017089299277232,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
72.7680555501689,24.168321518800283,46.26591579683242,46.643144099553645,-3.3948581349228037,27.64708832438639,28.328351188047712,38.05725026171415,0.3591452531764642,0.9551578758904382,71,20,0,15,14,0,0,0,10,0,0,0,12,0,HIGH
33.93151545245714,77.12161721363563,51.03978792382935,30.620920267981248,29.131205231477345,35.78016775423887,58.11094719860656,0.2706683071349758,0.7130531267508164,0.3665344382950808,33,0,0,15,0,0,0,0,0,0,0,0,12,6,WATCH
65.05077050156788,21.990391286495218,40.422777516259885,29.345830842030985,13.299257649061367,23.518429898090524,51.73731865023058,43.93957732096533,0.6445072509028004,0.7197154090658286,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
85.53035531985662,18.381351195078597,20.269660465504973,0.2625407146461045,22.893164252026388,18.837373535567075,52.10124956496451,33.698513064687404,0.5335464308297667,0.9288565831530751,27,0,0,15,0,0,0,0,0,0,0,0,12,0,LOW
74.5645895595924,28.9374458637123,31.38864079974243,13.866398812255774,-2.119417568750017,6.650251764398624,57.76446121815104,15.032322975900257,0.5683238759441869,0.8107799960741644,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
60.944549241438494,75.52979907869235,50.11356722592265,23.762173847472422,8.817973674041312,44.39841952159449,50.12160826012752,56.095572800307295,0.38293500405192893,0.8953735754335477,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
66.40980245942849,18.534517483457883,41.47160999861493,36.16578190632693,-9.384865705569858,20.444308282878595,53.88898289187124,3.628722027527189,0.6209836572589857,0.6096198889475253,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
44.62528044376195,74.2909326860888,50.15823159441821,1.6353046597666303,39.851732891878655,39.56400109384854,34.93679532524136,46.95172637287506,0.374493672309968,0.9993733113319669,75,0,18,15,14,0,0,0,0,8,4,4,12,0,HIGH
68.2695078469249,55.50875108911579,19.069832714285972,48.82200393379752,-8.55002483977653,10.837262611851617,30.005765630832226,42.14143525537749,0.4387429590490285,0.9374467589916196,73,20,0,15,0,16,0,0,10,0,0,0,12,0,HIGH
67.65748755628687,12.531389734628736,15.244342535791521,-1.9005249791360646,20.296258882386383,36.06668148867369,33.3493487219586,47.95270743384583,0.34006235810728225,0.8606746975491733,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
85.30670296119823,64.04758793730664,46.415435279038675,45.27881311932298,-7.992435022646679,9.080194982357492,29.372328775697508,20.362479215438924,0.8216316898301912,0.741008291203479,81,20,0,15,14,16,0,0,10,0,0,0,0,6,HIGH
80.32352148452577,20.864909470876363,48.05794913708227,6.582489452134245,3.5379375658900116,31.945711377658675,59.307167471453866,28.923488478165567,0.3381502204939069,0.7314162789492729,67,0,18,15,0,0,0,0,0,8,4,4,12,6,HIGH
27.75278585271086,71.8901997956772,46.93102282952793,5.387670785350194,-5.4139497087900965,8.258995299614353,59.30095128439674,16.684851396679186,0.8488566638389856,0.7454858394754438,69,0,18,15,14,0,0,0,0,8,4,4,0,6,HIGH
62.206854747311425,20.159117826553477,57.571100410114276,13.080557950883076,18.90086079037711,31.489917506507975,47.72316043358581,55.24755277564148,0.4039072929440406,0.6558469169128593,81,0,18,15,14,0,0,0,0,8,4,4,12,6,HIGH
51.262235398149784,43.19181106378327,20.364788678898506,3.04567659236592,3.9037772890628695,13.711707169237409,39.97661247884725,28.87900376293026,0.7442403821927841,0.5882676276098991,18,0,0,0,0,0,0,0,0,0,0,0,12,6,LOW
51.57090211286531,25.233996868787337,41.473781178405375,14.022454679034272,-8.197008286131815,18.828001987058716,41.594643628155964,-1.9525705436631213,0.700720553185481,0.6960403303023446,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
70.63014177217414,55.356393754084706,44.35948754344642,13.972849109442585,29.371611099297695,24.711497261985574,40.09963683129615,30.080998475284566,0.552460134115178,0.6589174712247308,63,0,18,15,0,0,0,0,0,8,4,0,12,6,HIGH
72.88586975134432,72.04820207065954,56.44757387828363,25.21797551098595,16.013755737028454,35.99416848437264,36.00577421104704,46.99058898760549,0.6458991525621964,0.3810997070346879,62,0,18,0,14,0,0,0,0,8,4,0,12,6,HIGH
29.68384455974134,68.93952477276241,17.500556260809507,11.836686168019355,6.706502025077292,7.78475003362172,35.98626794306962,39.41540533800685,0.3102779904920495,0.8790213971644805,57,20,0,15,0,0,0,0,10,0,0,0,12,0,WATCH
80.67562153234628,36.058310123408376,21.912580457728566,31.050424476704855,-4.016372206755284,16.421371248521364,58.54502133153403,59.637157806690965,0.8404734239482099,0.5176730569445364,65,20,0,15,14,0,0,0,10,0,0,0,0,6,HIGH
69.69822819579602,59.37844558388089,32.452876282364244,33.45331807516956,-9.463617751216187,9.407594637100866,43.37809060385414,-6.89989565933633,0.4161348075135735,0.8854130033851666,87,20,0,15,14,16,0,0,10,0,0,0,12,0,HIGH
89.29364517443436,48.91785996199139,52.7581378896771,54.419299859576356,-2.920205571561265,20.171052596445797,38.740045054467195,-13.596057308305198,0.8287311209563211,0.6036453191258151,65,20,0,15,14,0,0,0,10,0,0,0,0,6,HIGH
55.50625072237608,20.54710816692681,23.141699350389068,49.426217329372896,-7.767545551286056,10.478352822466782,35.22207656100849,19.215803392126915,0.710511621110357,0.6453029830954666,93,20,0,15,14,16,0,0,10,0,0,0,12,6,HIGH
30.467496746197334,27.05672178389995,52.96147731431435,33.255322028707546,22.45745250671372,30.159146490810972,51.701605666383514,-15.351321462284213,0.5566258694528287,0.677669204683175,32,0,0,0,14,0,0,0,0,0,0,0,12,6,WATCH
46.99967141432619,69.11352113010307,36.71576288642822,41.11765536756275,32.600775844058454,22.715616730657413,56.83432853549725,26.96991524295845,0.8951920091836052,0.538413556914067,51,20,0,15,0,0,0,0,10,0,0,0,0,6,WATCH
57.42310230454654,47.19877287032044,19.724087215323177,18.913150402092437,35.8668836275838,28.38745081641341,31.212730385293863,7.108450848768399,0.43412210676388985,0.31737619225900077,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
85.28492980276174,41.374512977981006,28.839078258935377,30.9086314934642,-9.634277185349218,12.510994797036622,49.60617129946124,30.701581845541035,0.9872641632797747,0.7342503967606309,51,20,0,15,0,0,0,0,10,0,0,0,0,6,WATCH
56.03788178580263,63.300279422880536,55.649754238382386,38.2417568031011,38.16056117746898,35.19023268321797,55.338050339167424,-10.871674305309025,0.8126894520956514,0.608062089669158,20,0,0,0,14,0,0,0,0,0,0,0,0,6,LOW
60.951747156732885,55.78716866376497,58.64168025175062,54.074684885897476,4.411412274395264,33.018907384706225,51.249423827734404,7.719428905043905,0.3867088424049547,0.32866287220000384,48,20,0,0,0,0,0,0,10,0,0,0,12,6,WATCH
75.5273032893966,44.278981927183416,59.34930762727168,22.898407371619182,38.89584895369201,18.520920098732695,52.77887526959904,-13.214458215053435,0.6888231970964347,0.8614418508900068,71,0,18,15,14,0,0,0,0,8,4,0,12,0,HIGH
85.10560836929275,67.58081634322022,16.66368272405284,17.36214047840405,-7.565076384307437,4.91770310015511,48.63569700336194,37.060655704935854,0.8416044779261385,0.905819583638964,61,20,0,15,0,16,0,0,10,0,0,0,0,0,HIGH
73.06304545097314,66.06101144746424,17.203366942047566,9.072109026477914,21.094888668762287,38.61563870811704,25.15750437288807,21.170347369307983,0.7741011795550781,0.3207251023900292,42,20,0,0,0,0,0,6,10,0,0,0,0,6,WATCH
51.088111240970214,72.69444169685877,45.22257639851364,9.259501801635839,32.63905648159563,15.661414053428144,54.867063490042085,3.9154920895124405,0.7132241756182043,0.5778580474234838,77,0,18,15,14,0,0,0,0,8,4,0,12,6,HIGH
42.86362829907935,72.05902935203085,23.44171568727711,0.08869547414578527,7.096346927283019,32.29376164387054,53.26010620916986,59.89946960534118,0.5074534399078154,0.5855593657918975,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
33.89338307192571,50.24103507361235,59.891101676831276,37.05286060723951,19.760642020668588,17.65660918148073,57.03545660999442,19.753327690427952,0.39405683931914304,0.5557649242393934,33,0,0,15,0,0,0,0,0,0,0,0,12,6,WATCH
29.36583347510485,24.13853263821471,15.795095144996049,22.196794990009806,21.72701324758986,15.448160807050849,39.7133620026847,56.73674182756608,0.8263741851024409,0.6785996458614658,50,20,0,0,14,0,0,0,10,0,0,0,0,6,WATCH
43.495156882268645,72.78977591410967,25.579370259629677,14.520563831000622,35.453240721147424,23.829392487828258,50.981128229629185,27.259583533101292,0.7574074463066466,0.5095683040603779,21,0,0,15,0,0,0,0,0,0,0,0,0,6,LOW
40.68918400573309,32.57446430180657,21.994870383754012,47.458861917448445,4.162346662505703,25.267022748647307,52.71910487994809,42.70592875005708,0.606870381008935,0.633380116010708,78,20,0,0,14,16,0,0,10,0,0,0,12,6,HIGH
89.65561368077661,57.22182338853168,51.658729940304724,49.153238153153914,29.379491811466963,8.33307052291054,44.67597568081503,-11.84846741483641,0.7570454885947988,0.9687445997314676,59,20,0,15,14,0,0,0,10,0,0,0,0,0,WATCH
58.327584179507234,40.3080745007437,16.612923813817343,52.58647133975322,-4.849865793492061,1.848559198718112,33.61233140267285,-14.757565286529406,0.6185824896882336,0.6612614608799787,93,20,0,15,14,16,0,0,10,0,0,0,12,6,HIGH
45.31704668685796,13.567233780242024,20.0220165712152,18.070262679395686,-6.973577458673193,31.418537652446105,32.24571895336842,4.165725502691082,0.5758880440246682,0.5916267431484035,63,20,0,15,0,0,0,0,10,0,0,0,12,6,HIGH
25.107945998862036,17.84492596990883,53.82440536833951,-4.926016249285512,15.408367790643755,22.027590292824364,36.658295635372326,14.506161611715967,0.846406796268609,0.8888425943504694,34,0,18,0,0,0,0,0,0,8,4,4,0,0,WATCH
41.92265532199126,32.57433086774109,25.911728386274973,23.791804033063908,24.162917882940647,10.271379395853925,36.575750971920336,54.43076940713203,0.33399850289287064,0.6225387236676962,48,20,0,0,0,0,0,0,10,0,0,0,12,6,WATCH
71.25127270379056,20.531780809023182,17.131830900246683,3.292322298311845,35.94115967653414,0.41669018195055363,31.591269118397314,-17.497318967868438,0.3774406272935423,0.7341045006398074,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
40.706529068040574,49.84484353014737,41.55879222447568,45.96611998538674,-9.762930354406304,38.4016256704065,46.669168024944085,-6.980521111603393,0.8410561716946987,0.89884407925341,44,20,0,0,14,0,0,0,10,0,0,0,0,0,WATCH
41.527126444020226,74.31555766318766,35.4505843634396,31.20546725999929,39.23247668088218,16.26912353876397,53.460577103703955,5.471929426276773,0.8594494655690437,0.7205137432038498,65,20,0,15,14,0,0,0,10,0,0,0,0,6,HIGH
39.063120189651094,38.98182656524655,29.293603546360274,-0.3134964151781672,-8.508261495015127,15.591539493323141,25.66619517361203,-6.760979393457998,0.8076283245956082,0.7956638649785115,18,0,0,0,14,0,0,0,0,0,4,0,0,0,LOW
73.00772511972988,32.20072197909852,55.0508755702963,30.629832881706854,-3.6986829126686738,6.467339765499036,49.25833994253955,-6.164485084633755,0.6551048911074303,0.9942421331500975,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
25.260494307667066,11.160586132828985,59.688806186872796,30.078330048049928,-3.6545012240743437,40.378598988934215,55.81331050446923,22.89603304891002,0.7352544209025296,0.4912310340506134,37,0,0,15,0,0,0,0,0,0,4,0,12,6,WATCH
28.283780264180336,51.6197326223605,28.263983694124335,34.81726279962112,31.812258842130063,0.8172244761463826,45.849982114000454,-1.49755682505182,0.9117219485326609,0.4775651545932799,81,20,0,15,14,16,0,0,10,0,0,0,0,6,HIGH
64.70005866030219,48.7478588062728,32.8274925026662,35.65724581598764,26.288481735771697,25.512200789372407,51.544778301466394,58.67336607943501,0.5934906715305636,0.6602081363198715,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
25.81054206617886,65.7219989417265,38.410353017069724,19.477685821633912,-5.29640184553021,40.03453897539288,38.825253401419474,34.60652785673763,0.40456190945770554,0.9730847406787226,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
36.59871451841901,23.967939502964327,53.65422872509712,49.75496464851587,0.6073703761650702,21.141039967867254,50.672321659699044,50.26925870486413,0.5653368865261137,0.6619136407946005,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
73.21156668378276,61.17951836569568,50.23320585117382,29.19602911849158,-4.7692451597612395,40.6787980895118,55.295038876235985,43.84779486546664,0.36990373401251064,0.4430781569570004,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
73.33402373199738,11.61980662073625,59.065108516827586,17.628680821340843,25.965626684541178,39.94069898196195,38.81204608525288,5.5305990879732825,0.7261187902287727,0.7066925616236355,67,0,18,15,0,0,0,0,0,8,4,4,12,6,HIGH
51.594098545611814,52.12423291073959,57.092161630492264,23.058415397595788,-0.1628909624684347,16.974269229735174,38.79374439075915,-9.511304557902411,0.4140100503881884,0.779193451375574,56,0,18,0,14,0,0,0,0,8,4,0,12,0,WATCH
47.06605402357867,76.84288742990653,25.961853541137334,0.9354703062893392,27.6752281500129,39.646622336304155,34.733967490502074,-3.8329518683617607,0.430036294409761,0.6654086109565587,33,0,0,15,0,0,0,0,0,0,0,0,12,6,WATCH
55.44708168104012,28.160788789817396,17.032790264524188,23.88948041957684,37.96661738178042,29.363364033869846,42.342729482001644,-11.14463407763071,0.47670540338471107,0.50634176470218,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
74.71223091947023,71.36975580852335,55.57388341048973,54.074116495045246,39.11833415522662,42.884960974559164,27.513774917600955,-8.976517125775585,0.513126568533223,0.687028777845123,68,20,0,0,14,0,0,6,10,0,0,0,12,6,HIGH
31.303562765856157,69.20578704614996,42.75402805847891,27.541864138132297,-1.7344338316354424,11.396496348008881,30.610920874379033,48.154652623583885,0.7089595020428527,0.8145905992637434,27,0,0,15,0,0,0,0,0,0,0,0,12,0,LOW
44.24213608915167,35.987684596179406,33.218473399194025,40.600898304642094,28.617649383728406,9.306608738131427,57.95385998583347,-10.347573004505088,0.9272854576965412,0.3702769519548665,66,20,0,0,14,16,0,0,10,0,0,0,0,6,HIGH
42.19508772483522,69.253497524757,23.077143255573937,19.81407587859819,12.492964997206311,11.036653786044434,49.85858204675953,48.1067719521763,0.9122025978989001,0.5375255020155927,51,20,0,15,0,0,0,0,10,0,0,0,0,6,WATCH
59.50527562870794,27.388448270595603,26.015842569756543,4.675243771115447,37.00095054037573,39.9594972872511,52.20755496646923,21.41292170301832,0.6434255408583103,0.6708219663277486,33,0,0,15,0,0,0,0,0,0,0,0,12,6,WATCH
59.8769208825108,40.41941592883832,20.928967480143037,2.5398311721121587,37.61248579228416,21.691384181385775,58.36219337168161,-6.913849783191202,0.6880915864279535,0.44540207734607745,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
41.4569993982291,12.103820513282514,20.352898983309508,50.01090445775174,6.076649574116587,27.36581453615662,41.27549461962455,12.036099619622263,0.6723202639422476,0.431067261230739,79,20,0,15,0,16,0,0,10,0,0,0,12,6,HIGH
89.25925340377248,67.28155080927041,48.37265847291819,23.125557820837148,-2.3561438936832015,41.42996362231055,36.94854735836047,-15.991464824245298,0.53968257376744,0.8561199213471189,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
65.47606842423353,62.55870093214018,50.71359227380698,7.717276664832555,36.18916580465901,19.709532131416765,47.365477724245764,-19.81529819306064,0.9953579488878246,0.49662747017490855,54,0,18,0,14,0,0,0,0,8,4,4,0,6,WATCH
29.03410192511009,42.07834290755598,20.80635257319188,4.139602609454542,21.614140651510507,17.681732620660497,57.264835755424826,5.532519568645604,0.8083260898687308,0.6227696011084354,35,0,0,15,14,0,0,0,0,0,0,0,0,6,WATCH
67.89683457340311,51.97867497011933,36.27527877415492,52.00366567746622,7.135682137747793,7.975597556217266,48.733292130793984,47.6806049046327,0.32817761795794664,0.6147428818958763,79,20,0,15,0,16,0,0,10,0,0,0,12,6,HIGH
83.01169982967622,62.47330332460073,59.63134724239327,26.884828695834628,22.999785940057563,13.611612651206766,58.16374598830973,9.306839084522906,0.8169574988806401,0.5821981428833574,65,0,18,15,14,0,0,0,0,8,4,0,0,6,HIGH
61.518230454094954,60.384777451508235,37.90203682881094,49.42517961457051,10.965049396390512,29.118230916449633,36.98268516550189,12.652533458481045,0.6080350757634867,0.38806491281859967,48,20,0,0,0,0,0,0,10,0,0,0,12,6,WATCH
30.962039138835436,56.72429462027306,44.49829822543735,34.77458285260572,-9.011677732865417,14.694607920230096,31.92334465407189,42.25211380352099,0.902441280977291,0.4726762640583031,51,20,0,15,0,0,0,0,10,0,0,0,0,6,WATCH
68.4101953251191,19.055396242079212,27.3818636520771,3.3192697740051713,4.176038329961461,30.363144630717507,56.861441856483836,-3.798207366065121,0.6794553244655034,0.7909737708704025,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
86.93996045156177,52.704233802102166,26.479811896232132,32.52868941483618,6.024558083900807,43.92577758112685,38.988664730727294,34.83421766088114,0.3162593076427309,0.5800430122943288,77,20,0,15,14,0,0,0,10,0,0,0,12,6,HIGH
81.88199486596326,52.71592111032721,34.977429887818936,51.156249966143555,32.699218807361454,14.499705322032222,44.05919407144688,19.18594048739702,0.7425417500804036,0.5338778868711289,93,20,0,15,14,16,0,0,10,0,0,0,12,6,HIGH
40.873325049782736,73.88702846788752,56.57435247743278,45.599373145718744,38.910221538228065,33.524618660085984,51.76335299966999,41.007207357011254,0.6364253416596145,0.6195165361599901,47,0,0,15,14,0,0,0,0,0,0,0,12,6,WATCH
40.614707949685204,55.137343605150335,28.019406124605055,10.468504582141264,19.298068704802738,18.449207470126943,32.659981307812124,45.28448134022649,0.9023989435060631,0.41738966377444664,21,0,0,15,0,0,0,0,0,0,0,0,0,6,LOW
25.48795713199999,33.52909779705616,50.88798760563387,45.35043197405947,-3.083546494197539,34.84511555323731,29.04964585583003,11.20500721252234,0.9990266605083411,0.43481357626163686,36,20,0,0,0,0,0,0,10,0,0,0,0,6,WATCH
35.007632867545716,39.596023278275545,42.885083668643766,50.9740469447952,39.04105727665171,3.1338286466127583,29.829913107176687,43.25903791167951,0.4894425065896023,0.9193943416544523,58,20,0,0,0,16,0,0,10,0,0,0,12,0,WATCH
68.12446171989063,17.8291361666474,52.46381782158032,5.581382800484551,11.17476973398269,24.84832178516985,42.52681521780974,34.89303324921203,0.7568807144084786,0.9944294038696384,49,0,18,15,0,0,0,0,0,8,4,4,0,0,WATCH
89.9624240995722,46.152158184494866,19.28395891323888,38.6705979381231,38.83320391082946,14.324687443305915,41.14231100431508,13.982153985236472,0.3359934081898505,0.7705851018564114,87,20,0,15,14,16,0,0,10,0,0,0,12,0,HIGH
47.96695017945041,65.12247122420516,52.445403387689375,44.27384719587073,10.833299901994007,14.469555700840479,51.20872728834692,44.11115470741784,0.6438802124739562,0.9251217136754122,57,20,0,15,0,0,0,0,10,0,0,0,12,0,WATCH
34.354065245106284,71.53481457612722,19.324285483734656,4.211531323276834,16.692000663698018,3.038331608433676,26.848248549003863,-19.95850046674356,0.6054216617859842,0.8422367169045608,41,0,0,15,14,0,0,0,0,0,0,0,12,0,WATCH
27.26449276819452,55.65803245260988,52.04072928372839,5.080050914672267,-2.6568132589297875,38.73604381292412,53.80936134825332,23.115341301134947,0.8734399155057861,0.36492925419714634,55,0,18,15,0,0,0,0,0,8,4,4,0,6,WATCH
